SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
532340,OMNI AX'S SO,X ,Q,1.95,1.95,1.95,1.95,1.95,1.95,1,1,1.00,,INE369B01019,11-Feb-21,,
532341,IZMO        ,B ,Q,47.05,47.55,46.60,46.65,46.65,48.30,79,3827,179677.00,,INE848A01014,11-Feb-21,,
532343,TVS MOTOR L ,A ,Q,652.00,655.65,636.50,639.85,639.85,652.50,1138,40082,25926789.00,,INE494B01023,11-Feb-21,,
532344,SOFTSOL (I) ,X ,Q,61.00,61.00,56.10,57.90,57.00,61.65,27,640,38010.00,,INE002B01016,11-Feb-21,,
532345,GATI LTD.   ,A ,Q,92.25,94.75,90.35,93.80,93.80,92.20,537,40237,3718631.00,,INE152B01027,11-Feb-21,,
532348,SUBEX LTX   ,B ,Q,26.10,30.50,25.55,29.40,29.40,26.10,7174,3815505,108446842.00,,INE754A01055,11-Feb-21,,
532349,TRANSPORT CO,A ,Q,254.95,254.95,236.60,241.85,243.00,249.90,921,15486,3863441.00,,INE688A01022,11-Feb-21,,
532350,PADMALAYA TE,Z ,Q,2.45,2.46,2.44,2.46,2.46,2.56,16,3645,8943.00,,INE243B01016,11-Feb-21,,
532351,AKSH OPTIFIB,B ,Q,6.99,7.30,6.71,7.10,7.10,7.02,258,85409,596547.00,,INE523B01011,11-Feb-21,,
532355,PICTURHOUSE ,X ,Q,1.13,1.13,1.13,1.13,1.13,1.08,1,25,28.00,,INE448B01029,11-Feb-21,,
532356,TRIVENI ENGG,A ,Q,71.00,72.90,71.00,71.55,71.85,71.95,273,24258,1749236.00,,INE256C01024,11-Feb-21,,
532357,MUKTA ARTS  ,B ,Q,30.30,32.30,30.30,31.00,31.00,30.80,91,5406,171752.00,,INE374B01019,11-Feb-21,,
532359,HITKIT GLOB ,XT,Q,0.50,0.51,0.49,0.51,0.51,0.50,16,17610,8961.00,,INE309B01023,11-Feb-21,,
532362,NAGPUR POWER,X ,Q,29.20,29.20,27.10,27.25,27.95,27.90,9,1061,28838.00,,INE099E01016,11-Feb-21,,
532365,DYNACONS SYS,B ,Q,57.15,61.50,57.15,61.25,61.45,56.20,93,2648,154299.00,,INE417B01040,11-Feb-21,,
532366,PNB GILTS   ,B ,Q,51.30,53.35,51.30,52.50,52.65,55.90,406,46176,2430264.00,,INE859A01011,11-Feb-21,,
532368,BCG         ,B ,Q,7.58,8.25,7.39,8.11,8.11,7.70,2402,2423098,19255985.00,,INE425B01027,11-Feb-21,,
532369,RAMCO INDS. ,A ,Q,205.00,264.95,205.00,263.45,263.80,237.80,1817,57209,14760914.00,,INE614A01028,11-Feb-21,,
532370,RAMCO  SYSTM,A ,Q,619.00,645.00,619.00,636.45,636.60,626.45,962,12344,7871220.00,,INE246B01019,11-Feb-21,,
532371,TATA TELESER,T ,Q,18.05,18.05,18.05,18.05,18.05,19.00,823,83728,1511290.00,,INE517B01013,11-Feb-21,,
532372,VIRINCHI    ,X ,Q,44.75,45.70,44.00,45.30,45.30,44.95,170,25617,1147208.00,,INE539B01017,11-Feb-21,,
532373,WEPSOLN     ,X ,Q,24.70,24.90,22.55,24.40,24.40,22.75,59,7408,181618.00,,INE434B01029,11-Feb-21,,
532374,STER TECH   ,A ,Q,178.00,181.45,176.25,178.35,178.35,178.70,627,45101,8048424.00,,INE089C01029,11-Feb-21,,
532375,TIPSINDUSTR ,T ,Q,421.45,421.45,401.40,421.45,421.45,401.40,102,5626,2366175.00,,INE716B01011,11-Feb-21,,
532378,UNIVERSAL A ,X ,Q,0.73,0.73,0.70,0.70,0.70,0.73,2,611,428.00,,INE464B01018,11-Feb-21,,
532380,BABA ARTS   ,X ,Q,11.39,11.39,10.00,10.00,10.00,10.32,64,6649,66837.00,,INE893A01036,11-Feb-21,,
532382,BALAJI TELE.,A ,Q,61.70,62.50,61.20,61.90,61.70,61.70,75,4135,255300.00,,INE794B01026,11-Feb-21,,
532384,TYCHE INDS  ,X ,Q,219.95,219.95,214.80,219.55,219.85,216.90,127,6596,1436236.00,,INE443B01012,11-Feb-21,,
532386,CALIFORN.SOF,B ,Q,9.26,9.36,9.14,9.35,9.36,9.25,40,2122,19565.00,,INE526B01014,11-Feb-21,,
532387,PRITISHN COM,B ,Q,18.75,19.40,18.00,19.15,19.40,18.65,56,2990,54989.00,,INE392B01011,11-Feb-21,,
532388,INDIAN OVER.,A ,Q,11.39,11.39,11.17,11.22,11.22,11.36,1041,470586,5309199.00,,INE565A01014,11-Feb-21,,
532390,TAJ GVK HOTL,A ,Q,134.60,134.60,132.45,132.75,132.45,133.20,257,5823,776679.00,,INE586B01026,11-Feb-21,,
532391,OPTO CIRCUIT,B ,Q,4.89,4.96,4.81,4.91,4.91,4.87,147,131908,648344.00,,INE808B01016,11-Feb-21,,
532392,CREATIVE EYE,B ,Q,2.94,3.15,2.94,3.15,3.15,3.09,5,1909,5622.00,,INE230B01021,11-Feb-21,,
532395,AXISCADES   ,B ,Q,51.05,52.45,50.55,50.85,50.95,50.80,81,2981,153159.00,,INE555B01013,11-Feb-21,,
532398,UMESL       ,T ,Q,6.10,6.10,6.10,6.10,6.10,6.42,13,274,1671.00,,INE240C01028,11-Feb-21,,
532400,BSOFT       ,A ,Q,250.05,255.50,250.05,251.20,251.20,252.75,2023,59405,15026778.00,,INE836A01035,11-Feb-21,,
532402,USGTECH     ,X ,Q,1.76,1.76,1.76,1.76,1.76,1.85,2,900,1584.00,,INE718B01017,11-Feb-21,,
532404,SAVEN TECHNO,X ,Q,36.95,37.80,36.95,37.80,37.80,36.00,33,4913,185428.00,,INE856B01023,11-Feb-21,,
532406,AVANTEL LTD ,X ,Q,403.80,403.90,380.00,382.45,382.45,389.40,223,4790,1859597.00,,INE005B01019,11-Feb-21,,
532407,MOSCHIP     ,X ,Q,17.80,17.85,17.55,17.85,17.85,17.00,201,200297,3570336.00,,INE935B01025,11-Feb-21,,
532408,MEGASOFT LTD,B ,Q,11.10,11.10,10.75,10.87,10.80,11.06,49,11027,120107.00,,INE933B01012,11-Feb-21,,
532410,TRANSCORP IN,X ,Q,9.50,9.50,9.45,9.45,9.45,9.39,7,34,322.00,,INE330E01023,11-Feb-21,,
532413,CEREBRA INTE,B ,Q,58.50,59.80,57.35,58.25,57.90,58.50,359,55889,3278233.00,,INE345B01019,11-Feb-21,,
532416,MID-DAY MULT,B ,Q,5.58,5.58,5.15,5.40,5.40,5.42,4,505,2602.00,,INE747B01016,11-Feb-21,,
532419,SMARTLINK   ,B ,Q,87.95,89.30,87.90,87.95,87.95,89.45,11,507,44594.00,,INE178C01020,11-Feb-21,,
532424,GODREJ CONS ,A ,Q,752.00,763.55,749.65,758.40,758.40,749.80,2829,65160,49333475.00,,INE102D01028,11-Feb-21,,
532425,GENUSPRIME  ,X ,Q,4.43,4.43,4.43,4.43,4.43,4.35,2,200,886.00,,INE256D01014,11-Feb-21,,
532430,BF UTILI    ,A ,Q,286.25,289.00,282.25,283.95,282.25,286.35,391,14145,4041291.00,,INE243D01012,11-Feb-21,,
532432,UNITD SPR   ,B ,Q,579.00,580.30,567.40,571.60,571.60,572.80,3425,179760,102964162.00,,INE854D01024,11-Feb-21,,
532435,SANINFRA    ,X ,Q,96.00,96.50,91.60,91.65,91.65,96.00,19,1027,94228.00,,INE799C01023,11-Feb-21,,
532439,OLECTRA     ,B ,Q,181.90,187.45,180.25,186.70,186.70,178.55,1166,87919,16365522.00,,INE260D01016,11-Feb-21,,
532440,MPS LTD     ,B ,Q,481.10,491.00,471.50,482.50,482.50,484.35,142,1449,697801.00,,INE943D01017,11-Feb-21,,
532441,RNBOWDENIM  ,X ,Q,1.27,1.39,1.27,1.39,1.39,1.33,3,740,999.00,,INE820D01025,11-Feb-21,,
532443,CERA SANITAR,A ,Q,3554.00,3595.90,3522.60,3583.00,3589.15,3570.70,123,380,1350381.00,,INE739E01017,11-Feb-21,,
532444,T. SPIRITUAL,XT,Q,0.52,0.52,0.52,0.52,0.52,0.52,2,2000,1040.00,,INE541C01037,11-Feb-21,,
532454,BHARTI ARTL ,A ,Q,593.10,603.70,588.60,598.40,598.40,590.10,8749,616174,369037781.00,,INE397D01024,11-Feb-21,,
532455,SHALIMAR WIR,X ,Q,5.21,5.21,4.88,4.89,4.89,5.11,20,746,3728.00,,INE655D01025,11-Feb-21,,
532456,COMPUAGE INF,B ,Q,15.00,15.20,14.85,15.10,15.20,14.95,132,32952,495326.00,,INE070C01037,11-Feb-21,,
532457,GULSHAN POLY,B ,Q,94.85,96.70,93.45,93.70,93.45,93.60,164,6431,612582.00,,INE255D01024,11-Feb-21,,
532459,FAZE3AUTO   ,X ,Q,61.20,67.25,61.20,66.40,64.95,61.25,107,8464,560565.00,,INE207D01017,11-Feb-21,,
532460,PONNI SUG(ER,B ,Q,146.00,146.50,140.00,142.00,142.00,145.05,118,7617,1080936.00,,INE838E01017,11-Feb-21,,
532461,PUNJAB NATIO,A ,Q,39.50,40.10,38.55,38.70,38.70,39.45,7096,6534355,256678896.00,,INE160A01022,11-Feb-21,,
532466,ORACLE FIN  ,A ,Q,3240.00,3240.00,3190.60,3218.85,3220.90,3199.15,638,2860,9193966.00,,INE881D01027,11-Feb-21,,
532468,KAMAHOLDING ,A ,Q,5880.00,5990.90,5865.00,5969.95,5970.00,5851.15,28,53,313991.00,,INE411F01010,11-Feb-21,,
532475,APTECH LTD  ,A ,Q,221.75,228.00,220.20,221.45,221.45,221.80,1392,120969,27077790.00,,INE266F01018,11-Feb-21,,
532477,UNION BANK L,A ,Q,34.00,34.00,33.25,33.35,33.35,33.65,649,258815,8692805.00,,INE692A01016,11-Feb-21,,
532478,UNITED BREWA,A ,Q,1256.25,1268.45,1237.40,1265.45,1264.80,1255.40,723,14253,17848875.00,,INE686F01025,11-Feb-21,,
532479,ISMT LTD    ,B ,Q,11.04,11.16,11.04,11.04,11.04,11.02,31,3556,39462.00,,INE732F01019,11-Feb-21,,
532481,NOIDA-TOLL B,B ,Q,6.00,6.15,5.72,6.00,6.00,6.04,151,16577,98044.00,,INE781B01015,11-Feb-21,,
532482,GRANULES (I),A ,Q,341.20,341.20,329.10,330.10,330.10,338.25,1789,43169,14320211.00,,INE101D01020,11-Feb-21,,
532483,CANARA BANK ,A ,Q,160.60,161.40,157.10,157.65,157.65,160.60,4582,928834,147650095.00,,INE476A01014,11-Feb-21,,
532485,BALMER LA.IN,B ,Q,402.50,402.50,395.50,402.10,402.50,399.00,133,4440,1782431.00,,INE525F01017,11-Feb-21,,
532486,POKARNA LTD ,B ,Q,236.20,244.00,231.40,242.10,244.00,239.35,532,9755,2305664.00,,INE637C01025,11-Feb-21,,
532488,DIVI'S LAB. ,A ,Q,3740.00,3766.00,3712.90,3748.65,3766.00,3750.20,1157,13909,51966593.00,,INE361B01024,11-Feb-21,,
532493,ASTRA MICRO ,A ,Q,118.80,120.50,118.30,119.80,119.80,119.25,191,20178,2414254.00,,INE386C01029,11-Feb-21,,
532497,RADICOKHAIT ,A ,Q,524.95,528.00,517.75,526.70,523.25,521.25,1023,46643,24327431.00,,INE944F01028,11-Feb-21,,
532498,SHRMCITYUN  ,A ,Q,1475.00,1502.15,1460.80,1483.95,1494.30,1482.05,347,1427,2114897.00,,INE722A01011,11-Feb-21,,
532500,MARUTISUZUK ,A ,Q,7614.95,7729.00,7570.25,7667.50,7655.15,7623.80,7780,41982,322268232.00,,INE585B01010,11-Feb-21,,
532503,RAJAPAMILLS ,X ,Q,760.00,760.00,730.00,741.65,742.00,738.00,121,1646,1216941.00,,INE296E01026,11-Feb-21,,
532504,NAVIN FLUORI,A ,Q,2540.00,2669.00,2531.90,2638.20,2633.60,2550.45,3677,30018,78899794.00,,INE048G01026,11-Feb-21,,
532505,UCOBANK     ,A ,Q,13.10,13.15,12.93,12.97,12.95,12.99,765,254526,3315346.00,,INE691A01018,11-Feb-21,,
532507,BAG FIL MED ,B ,Q,2.63,2.76,2.63,2.68,2.75,2.63,41,12353,33102.00,,INE116D01028,11-Feb-21,,
532508,JSL         ,A ,Q,74.80,76.80,74.70,75.40,75.30,75.15,234,38008,2877378.00,,INE220G01021,11-Feb-21,,
532509,SUPRAJIT ENG,A ,Q,251.00,260.30,250.00,257.35,257.35,243.80,3393,130805,33476381.00,,INE399C01030,11-Feb-21,,
532513,TVSELE      ,B ,Q,122.95,132.60,122.00,132.55,132.55,120.55,1380,61041,8027701.00,,INE236G01019,11-Feb-21,,
532514,INDRA GAS   ,A ,Q,552.00,576.30,546.75,569.10,569.10,556.75,7115,293413,166471191.00,,INE203G01027,11-Feb-21,,
532515,TV TODAY    ,A ,Q,248.50,281.90,247.90,278.00,278.00,248.85,2220,54628,14798883.00,,INE038F01029,11-Feb-21,,
532521,PALRED      ,T ,Q,80.35,80.35,72.75,72.75,72.75,76.55,96,13454,1018711.00,,INE218G01033,11-Feb-21,,
532522,PETRONET LNG,A ,Q,240.10,243.60,238.95,242.85,242.85,240.95,2610,137297,33187191.00,,INE347G01014,11-Feb-21,,
532523,BIOCON LTD. ,A ,Q,409.00,412.50,405.00,406.75,405.30,408.05,3453,218208,89059907.00,,INE376G01013,11-Feb-21,,
532524,PTC INDIA   ,A ,Q,64.00,71.10,64.00,69.50,69.50,64.60,3300,778278,53357035.00,,INE877F01012,11-Feb-21,,
532525,BANK MAHA   ,A ,Q,16.40,16.40,15.82,15.97,15.97,15.41,1344,545178,8737396.00,,INE457A01014,11-Feb-21,,
532527,RK FORGINGS ,A ,Q,534.75,541.50,523.45,535.05,532.60,537.20,414,3761,2002631.00,,INE399G01015,11-Feb-21,,
532528,DATAM GLOB  ,B ,Q,116.40,119.40,116.10,116.75,116.75,115.65,599,18909,2225708.00,,INE365B01017,11-Feb-21,,
532529,NDTV        ,B ,Q,48.20,48.20,48.20,48.20,48.20,43.85,26,3802,183256.00,,INE155G01029,11-Feb-21,,
532531,STAR        ,A ,Q,844.00,883.00,844.00,865.80,865.80,846.85,1718,33161,28799042.00,,INE939A01011,11-Feb-21,,
532532,JAIPRA      ,A ,Q,7.00,7.14,6.90,6.97,6.97,7.00,2074,1764511,12424727.00,,INE455F01025,11-Feb-21,,
532538,ULTRATECH CM,A ,Q,6395.05,6465.75,6371.00,6433.10,6415.00,6392.80,2459,15983,102717420.00,,INE481G01011,11-Feb-21,,
532539,MINDA IND   ,A ,Q,579.40,612.35,556.10,602.60,602.60,578.65,3480,49808,29776219.00,,INE405E01023,11-Feb-21,,
532540,TCS LTD.    ,A ,Q,3223.00,3223.00,3186.00,3205.85,3205.85,3210.95,2265,38475,123262146.00,,INE467B01029,11-Feb-21,,
532541,COFORGE     ,A ,Q,2610.00,2658.90,2588.55,2640.55,2637.25,2603.15,705,4312,11365497.00,,INE591G01017,11-Feb-21,,
532543,GULFPETRO   ,B ,Q,43.00,45.75,43.00,43.90,43.85,42.15,323,21793,960629.00,,INE586G01017,11-Feb-21,,
532548,CENTURYPLY  ,A ,Q,292.95,302.70,291.95,299.90,300.20,292.65,2401,328005,96897958.00,,INE348B01021,11-Feb-21,,
532553,WELENT      ,A ,Q,89.00,93.10,89.00,92.70,92.15,89.20,346,20207,1855183.00,,INE625G01013,11-Feb-21,,
532555,NTPC LTD    ,A ,Q,97.95,97.95,96.35,97.30,97.30,99.80,2295,678272,65917305.00,,INE733E01010,11-Feb-21,,
532604,SALSTEEL    ,B ,Q,3.54,3.54,3.48,3.48,3.48,3.66,51,50336,175254.00,,INE658G01014,11-Feb-21,,
532605,JBM AUTO    ,B ,Q,396.65,409.00,396.65,402.90,400.55,398.55,225,3201,1292371.00,,INE927D01028,11-Feb-21,,
532610,DWAR SUGAR  ,A ,Q,27.10,27.15,26.85,27.05,27.10,27.05,284,53054,1431413.00,,INE366A01041,11-Feb-21,,
532612,INDOCO REM  ,A ,Q,302.00,308.80,300.00,302.40,301.80,301.60,342,8582,2606830.00,,INE873D01024,11-Feb-21,,
532613,VIPCLOTHNG  ,T ,Q,14.99,15.26,14.10,14.92,15.26,14.54,57,21272,309696.00,,INE450G01024,11-Feb-21,,
532616,XCHANGING   ,B ,Q,73.00,74.05,71.40,72.70,72.50,73.45,427,39420,2862828.00,,INE692G01013,11-Feb-21,,
532617,JETAIRWAYS  ,Z ,Q,110.25,110.25,110.25,110.25,110.25,105.00,129,8172,900963.00,,INE802G01018,11-Feb-21,,
532621,MORARJETEX  ,B ,Q,12.42,12.73,12.42,12.50,12.50,13.10,5,209,2617.00,,INE161G01027,11-Feb-21,,
532622,GATEWAY DIST,A ,Q,164.05,166.70,161.65,162.05,162.10,164.05,274,6913,1130902.00,,INE852F01015,11-Feb-21,,
532624,JINDALPH    ,B ,Q,31.60,33.30,31.00,32.25,31.00,32.00,27,1833,58470.00,,INE796G01012,11-Feb-21,,
532626,PONDY OXIDES,X ,Q,238.75,243.90,235.00,240.35,242.00,236.55,128,5405,1289055.00,,INE063E01046,11-Feb-21,,
532627,JPPOWER     ,B ,Q,2.40,2.65,2.39,2.57,2.57,2.43,13292,8996110,22792250.00,,INE351F01018,11-Feb-21,,
532628,3I INFOTECH ,B ,Q,6.32,6.63,6.30,6.63,6.63,6.32,2837,1697015,11104219.00,,INE748C01020,11-Feb-21,,
532629,MCNALLYB    ,T ,Q,11.91,11.91,11.91,11.91,11.91,11.35,27,26260,312756.00,,INE748A01016,11-Feb-21,,
532630,GOKALDAS    ,B ,Q,78.50,80.75,75.90,77.95,78.25,77.15,464,29476,2327153.00,,INE887G01027,11-Feb-21,,
532633,ALLSEC TECH ,B ,Q,330.90,344.90,330.90,342.85,344.00,333.95,198,2928,999203.00,,INE835G01018,11-Feb-21,,
532636,IIFL        ,A ,Q,254.40,263.00,230.00,234.75,234.75,244.75,8689,366524,90411642.00,,INE530B01024,11-Feb-21,,
532637,MAN DRUGORG ,B ,Q,139.70,141.00,135.50,136.55,136.55,137.45,495,14178,1964880.00,,INE584F01014,11-Feb-21,,
532638,SHOPPER STOP,A ,Q,200.00,221.00,199.15,215.80,219.00,198.30,1447,49545,10611654.00,,INE498B01024,11-Feb-21,,
532640,CYBER MEDIA ,T ,Q,8.97,8.98,8.15,8.98,8.98,8.56,23,5400,46883.00,,INE278G01037,11-Feb-21,,
532641,NDL         ,B ,Q,29.35,29.50,28.25,28.35,29.25,29.40,66,2397,69444.00,,INE875G01030,11-Feb-21,,
532642,JSWHL       ,A ,Q,3895.00,3895.00,3771.00,3798.35,3784.35,3869.20,66,352,1343372.00,,INE824G01012,11-Feb-21,,
532644,JK CEMENT   ,A ,Q,2405.00,2448.00,2387.20,2422.05,2422.05,2384.05,2596,16872,40785281.00,,INE823G01014,11-Feb-21,,
532645,BEEYU OVERSE,X ,Q,0.61,0.61,0.61,0.61,0.61,0.64,1,5,3.00,,INE052B01011,11-Feb-21,,
532648,YES BANK    ,A ,Q,16.45,16.65,16.30,16.50,16.50,16.40,8505,4324518,71419962.00,,INE528G01035,11-Feb-21,,
532649,NECTAR LIFE ,B ,Q,20.55,21.00,20.40,20.60,20.55,20.30,73,19377,400510.00,,INE023H01027,11-Feb-21,,
532650,MSP STEEL   ,B ,Q,8.09,8.60,8.09,8.30,8.30,8.20,39,8902,74562.00,,INE752G01015,11-Feb-21,,
532651,SPL INDS    ,B ,Q,41.00,41.00,37.60,38.10,38.00,42.35,355,29844,1154720.00,,INE978G01016,11-Feb-21,,
532652,KARNATAKA BK,A ,Q,65.00,65.90,64.85,65.25,65.25,64.85,338,63722,4173096.00,,INE614B01018,11-Feb-21,,
532654,MCLEOD RUSSE,B ,Q,18.60,19.50,18.25,19.50,19.50,18.60,216,146527,2836959.00,,INE942G01012,11-Feb-21,,
532656,FACOR ALLOYS,XT,Q,2.95,3.00,2.84,2.98,2.99,2.95,103,100833,298709.00,,INE828G01013,11-Feb-21,,
532659,IDFC        ,A ,Q,47.10,50.75,46.90,50.15,50.15,47.10,3714,1570199,76879890.00,,INE043D01016,11-Feb-21,,
532660,VIVIMED LABS,B ,Q,16.05,16.45,15.85,16.05,16.10,16.30,153,39499,637573.00,,INE526G01021,11-Feb-21,,
532661,RANE MADRAS ,B ,Q,292.00,293.00,279.80,280.40,280.30,286.15,60,467,132694.00,,INE050H01012,11-Feb-21,,
532662,HT MEDIA    ,B ,Q,18.65,18.90,18.35,18.50,18.45,18.25,59,10617,198344.00,,INE501G01024,11-Feb-21,,
532663,SASKEN      ,A ,Q,816.25,835.45,816.25,825.55,823.60,813.90,143,550,454190.00,,INE231F01020,11-Feb-21,,
532666,FCS SOFTWARE,T ,Q,0.89,0.89,0.83,0.88,0.88,0.85,352,1091159,946407.00,,INE512B01022,11-Feb-21,,
532667,SUZLONENERGY,A ,Q,6.20,6.28,6.10,6.23,6.23,6.10,3152,6036814,37530159.00,,INE040H01021,11-Feb-21,,
532668,AURIONPRO SO,B ,Q,78.90,80.00,77.25,79.70,79.60,76.55,70,3332,263101.00,,INE132H01018,11-Feb-21,,
532670,RENUKA SUGAR,B ,Q,9.85,9.96,9.60,9.64,9.64,9.62,305,146562,1422751.00,,INE087H01022,11-Feb-21,,
532673,KM SUGARMILL,B ,Q,11.20,11.70,10.82,11.31,11.21,10.72,208,52394,598210.00,,INE157H01023,11-Feb-21,,
532674,BANNARI AMMA,B ,Q,152.90,154.95,148.00,152.55,154.00,148.70,696,9692,1456939.00,,INE186H01014,11-Feb-21,,
532678,BOMBAY RAYON,B ,Q,10.85,10.85,10.60,10.72,10.70,10.90,2422,28937,310669.00,,INE589G01011,11-Feb-21,,
532679,SORILINFRA  ,B ,Q,120.45,142.85,120.45,142.85,142.85,119.05,2075,155713,21740255.00,,INE034H01016,11-Feb-21,,
532683,AIAENGINEER ,A ,Q,1960.00,1981.40,1945.30,1948.10,1950.00,1963.95,357,1184,2319292.00,,INE212H01026,11-Feb-21,,
532684,EVEREST KANT,B ,Q,61.25,73.40,61.25,71.75,71.75,61.20,2756,465841,32998681.00,,INE184H01027,11-Feb-21,,
532686,KERNEX MICRO,T ,Q,26.65,26.65,24.80,26.30,26.30,25.40,9,1825,47318.00,,INE202H01019,11-Feb-21,,
532687,REPRO INDIA ,B ,Q,395.00,404.80,390.45,394.25,397.75,395.30,108,1156,459055.00,,INE461B01014,11-Feb-21,,
532689,PVR LTD     ,A ,Q,1500.00,1508.70,1487.10,1497.55,1497.15,1498.50,1570,23644,35411787.00,,INE191H01014,11-Feb-21,,
532692,RADHA MADHAV,B ,Q,2.90,2.96,2.84,2.87,2.84,2.94,28,19371,55678.00,,INE172H01014,11-Feb-21,,
532693,PUNJ LLOYD  ,Z ,Q,1.94,1.95,1.83,1.92,1.93,1.90,117,207643,393591.00,,INE701B01021,11-Feb-21,,
532694,BARTRONICSIN,Z ,Q,2.54,2.70,2.53,2.64,2.64,2.66,52,17694,45776.00,,INE855F01034,11-Feb-21,,
532695,CELEBRITYFAS,T ,Q,5.64,5.65,5.25,5.25,5.25,5.39,13,3673,20683.00,,INE185H01016,11-Feb-21,,
532696,EDUCOMP SOLN,Z ,Q,3.01,3.27,2.97,3.15,3.15,3.12,40,42553,134000.00,,INE216H01027,11-Feb-21,,
532698,NITINSPINNER,B ,Q,71.95,72.80,68.70,71.40,71.55,71.95,284,15849,1117440.00,,INE229H01012,11-Feb-21,,
532699,ROYALORCH   ,B ,Q,70.65,71.55,70.15,70.55,70.50,70.65,155,6875,487040.00,,INE283H01019,11-Feb-21,,
532700,ENT NETWORK ,B ,Q,164.95,172.15,160.00,171.50,171.45,160.35,758,28273,4742395.00,,INE265F01028,11-Feb-21,,
532701,CELLA       ,Z ,Q,5.19,5.43,4.95,5.00,5.00,5.19,25,11573,58864.00,,INE266H01014,11-Feb-21,,
532702,GUJ PETRONET,A ,Q,227.80,233.85,227.05,232.95,232.65,226.60,1168,84080,19424778.00,,INE246F01010,11-Feb-21,,
532705,JAGRAN PRAK ,A ,Q,45.35,45.35,42.95,43.40,43.40,44.20,302,35445,1548702.00,,INE199G01027,11-Feb-21,,
532706,INOX LEISURE,A ,Q,330.80,333.40,326.25,329.05,331.00,331.50,1538,46953,15485871.00,,INE312H01016,11-Feb-21,,
532707,DYNEMIC PRO ,B ,Q,374.00,384.35,364.25,374.70,379.80,367.00,1204,25825,9714385.00,,INE256H01015,11-Feb-21,,
532710,SADBHAV ENGG,A ,Q,62.90,75.10,62.90,75.10,75.10,62.60,5722,777577,55214329.00,,INE226H01026,11-Feb-21,,
532712,REL COM LTD ,B ,Q,1.80,1.82,1.77,1.78,1.78,1.80,1233,3165561,5660055.00,,INE330H01018,11-Feb-21,,
532713,SAKUMA EXPO ,B ,Q,5.91,5.91,5.69,5.80,5.80,5.80,124,70390,406794.00,,INE190H01024,11-Feb-21,,
532714,KEC INTERN  ,A ,Q,423.95,439.50,423.95,434.65,435.00,423.85,1874,26162,11329074.00,,INE389H01022,11-Feb-21,,
532716,GILLA ARBUT ,B ,Q,47.00,48.00,44.75,47.65,48.00,46.50,60,2556,117879.00,,INE047B01011,11-Feb-21,,
532717,INDOTECHTR  ,B ,Q,100.00,100.10,96.70,97.50,97.00,101.40,69,2240,218873.00,,INE332H01014,11-Feb-21,,
532719,BL KASHYAP  ,T ,Q,10.05,11.06,10.05,11.06,11.06,10.54,47,24149,262278.00,,INE350H01032,11-Feb-21,,
532720,M&M FINANSER,A ,Q,190.00,198.75,187.20,197.00,197.00,190.65,11608,1110483,216984200.00,,INE774D01024,11-Feb-21,,
532721,VISA STEEL  ,B ,Q,6.65,6.65,6.51,6.51,6.51,6.74,16,4220,27688.00,,INE286H01012,11-Feb-21,,
532722,NITCO TILES ,B ,Q,24.00,24.80,23.35,24.55,24.80,24.00,138,8433,203659.00,,INE858F01012,11-Feb-21,,
532725,SOLAR IND   ,A ,Q,1236.15,1250.00,1236.15,1243.90,1242.00,1238.60,69,507,631100.00,,INE343H01029,11-Feb-21,,
532726,GALLAN METAL,B ,Q,42.35,45.90,42.35,44.70,44.35,41.50,319,19580,873176.00,,INE297H01019,11-Feb-21,,
532728,MALU PAPER  ,B ,Q,28.80,28.80,27.05,27.50,27.50,27.65,11,1674,46282.00,,INE383H01017,11-Feb-21,,
532729,UTTAM SUGAR ,B ,Q,93.35,95.50,93.00,93.35,95.50,93.80,100,3346,312841.00,,INE786F01031,11-Feb-21,,
532730,STL GLOBAL  ,B ,Q,9.60,9.60,9.16,9.40,9.40,9.00,16,1087,10227.00,,INE353H01010,11-Feb-21,,
532732,KEWAL KIRAN ,B ,Q,890.00,905.10,885.00,904.80,905.10,882.00,13,24,21626.00,,INE401H01017,11-Feb-21,,
532733,SUN TVNET   ,A ,Q,533.00,533.00,514.00,516.45,516.45,526.10,5062,161938,84556365.00,,INE424H01027,11-Feb-21,,
532734,GODAWARI POW,A ,Q,496.00,511.00,488.00,504.10,504.10,495.05,1498,28293,14026117.00,,INE177H01013,11-Feb-21,,
532735,RSYSTEMINT  ,A ,Q,118.75,118.75,114.00,114.80,114.75,116.15,128,1441,166013.00,,INE411H01032,11-Feb-21,,
532737,EMKAY GLOB F,B ,Q,69.25,72.20,67.40,71.85,69.00,70.00,101,4600,326552.00,,INE296H01011,11-Feb-21,,
532740,LOKESH MACH ,T ,Q,39.15,40.00,38.00,38.95,38.95,39.95,32,9963,381816.00,,INE397H01017,11-Feb-21,,
532741,KAMDHENU    ,B ,Q,122.00,138.40,121.55,126.65,126.65,119.95,332,10963,1389741.00,,INE390H01012,11-Feb-21,,
532742,PAUSHAK LTD ,X ,Q,4398.00,4981.00,4350.00,4889.40,4889.40,4389.40,1027,7291,34868636.00,,INE111F01016,11-Feb-21,,
